Observacion	ID	Sexo	SexoNum	Edad	Fuma	Estatura	Colegio	Estrato	Financiacion	Acumulado	P1	P2	P3	Final	Definitiva	Gastos	Ingreso	Gas	Clases	Ley	PandemiaCat	PandemiaNum	Likert1	Likert2	Likert3	Likert4	Likert5	AGPEQ1	AGPEQ2	AGPEQ3	SATS1	SATS2	SATS3	SATS4	IDARE1.1	IDARE1.2	IDARE1.3	IDARE1.4	IDARE1.5	IDARE2.6	IDARE2.7	IDARE2.8	IDARE2.9	IDARE2.10	Puntaje
344	SB11201910040328	Femenino	0	21.04	No	Media	Publico	3	Otro	3.77	3.3	4	3.8	3.5	3.65	51.9	1.73	21.32	Presencial	De acuerdo	De acuerdo	3	2	5	2	2	4	En desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Bastante	Bastante	Mucho	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	28
345	SB11201910028099	Femenino	0	16.49	No	Alta	Publico	3	Otro	3.38	3.8	3.2	3	3.7	3.3	37.4	1.08	17.71	Presencial	De acuerdo	De acuerdo	3	3	1	4	3	3	Totalmente en desacuerdo	De acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	Totalmente de acuerdo	Indeciso	Bastante	Poco	Bastante	Poco	Bastante	Algunas veces	Frecuentemente	Frecuentemente	Casi siempre	Algunas veces	28
346	SB11201910040354	Femenino	0	20.56	No	Alta	Publico	3	Otro	3.88	3.4	3.8	3	2	3.05	63.9	2.13	22.82	Virtual	En desacuerdo	De acuerdo	3	4	4	3	5	2	Totalmente en desacuerdo	De acuerdo	Totalmente en desacuerdo	En desacuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Casi nunca	Casi siempre	Frecuentemente	Algunas veces	Frecuentemente	26
347	SB11201910040999	Masculino	1	18.46	No	Media	Publico	2	Otro	3.51	3.7	2.2	3.9	4	3.45	51.9	1.73	23.73	Presencial	De acuerdo	De acuerdo	3	3	1	4	2	2	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	Indeciso	De acuerdo	En desacuerdo	De acuerdo	Poco	Poco	Bastante	No en lo absoluto	Poco	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	26
348	SB11201910021406	Femenino	0	16.34	No	Baja	Publico	2	Otro	3.66	4.2	3.2	2	1.5	2.73	35.9	1.03	20.19	Virtual	En desacuerdo	De acuerdo	3	1	2	3	4	5	Totalmente en desacuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	De acuerdo	De acuerdo	De acuerdo	Poco	Bastante	Bastante	Poco	Bastante	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	25
349	SB11201910040346	Femenino	0	16.14	No	Alta	Publico	2	Otro	4.05	4	3.8	2.9	4	3.68	44.7	1.49	23.58	Virtual	En desacuerdo	De acuerdo	3	1	1	1	4	5	De acuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Casi siempre	Casi siempre	Frecuentemente	Casi siempre	24
350	SB11201910021578	Masculino	1	16.55	No	Alta	Publico	2	Otro	3.72	3.3	4.3	3.4	3.9	3.73	58.5	1.95	18.85	Presencial	En desacuerdo	De acuerdo	3	4	2	1	5	1	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	De acuerdo	Indeciso	Poco	Bastante	Poco	Poco	Bastante	Frecuentemente	Frecuentemente	Casi nunca	Casi nunca	Frecuentemente	24
351	SB11201910040333	Femenino	0	20.58	No	Baja	Publico	3	Otro	3.33	3	2.5	1.5	2.9	2.48	86.4	2.88	21.02	Virtual	De acuerdo	De acuerdo	3	1	4	5	4	1	En desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	Indeciso	En desacuerdo	Mucho	Mucho	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Frecuentemente	Algunas veces	Casi nunca	24
352	SB11201910028104	Femenino	0	21.49	Si	Baja	Publico	2	Otro	3.54	3.8	3.2	1.6	2.6	2.47	51.3	1.71	19.24	Presencial	De acuerdo	En desacuerdo	1	5	5	5	2	1	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Poco	Poco	Mucho	Poco	Poco	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	22
353	SB11201910021372	Femenino	0	20.08	No	Alta	Publico	3	Otro	3.62	3.4	3.3	3.1	4	3.45	36.6	1.22	22.62	Presencial	En desacuerdo	En desacuerdo	1	4	5	3	2	4	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	Indeciso	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Casi nunca	Algunas veces	Algunas veces	Casi nunca	20
354	SB11201910028122	Masculino	1	21.18	No	Baja	Publico	1	Otro	3.93	5	3.4	3.2	2.8	3.6	49.1	1.66	18.81	Presencial	De acuerdo	De acuerdo	3	1	5	2	4	5	Ni de acuerdo, ni en desacuerdo	En desacuerdo	En desacuerdo	Totalmente de acuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Mucho	Mucho	No en lo absoluto	No en lo absoluto	Mucho	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Casi nunca	20
355	SB11201910040335	Femenino	0	16.99	No	Alta	Publico	2	Otro	3.86	4	4	3.5	3.8	3.83	39.5	1.05	20.49	Presencial	En desacuerdo	De acuerdo	3	3	2	2	2	1	Totalmente de acuerdo	De acuerdo	De acuerdo	En desacuerdo	Indeciso	En desacuerdo	En desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Casi nunca	Frecuentemente	Casi siempre	Algunas veces	Casi nunca	19
356	SB11201910025245	Masculino	1	17.25	No	Media	Publico	3	Otro	3.79	3.8	4.3	4.7	2.9	3.93	62.1	2.07	17.46	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	2	3	4	3	5	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	Totalmente en desacuerdo	En desacuerdo	Totalmente de acuerdo	Poco	Poco	Bastante	Mucho	Poco	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	18
357	SB11201910021409	Masculino	1	16.7	Si	Baja	Publico	2	Otro	3.65	4.2	1.7	4	3.3	3.3	88.8	2.96	24.02	Presencial	De acuerdo	En desacuerdo	1	2	5	4	1	2	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	En desacuerdo	Totalmente de acuerdo	Indeciso	Indeciso	Poco	Poco	Bastante	No en lo absoluto	No en lo absoluto	Algunas veces	Frecuentemente	Algunas veces	Frecuentemente	Casi nunca	18
358	SB11201910040327	Femenino	0	19.67	No	Media	Publico	2	Otro	4.2	5	4.2	5	2.2	4.1	52.2	1.74	19.16	Presencial	De acuerdo	De acuerdo	3	2	3	5	2	3	De acuerdo	Totalmente de acuerdo	En desacuerdo	Indeciso	Indeciso	En desacuerdo	En desacuerdo	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	17
359	SB11201910021359	Femenino	0	19.9	No	Alta	Publico	2	Otro	3.92	4.5	3	4.5	3.4	3.85	36	1.2	23.54	Virtual	En desacuerdo	De acuerdo	3	4	2	1	5	5	De acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Indeciso	De acuerdo	Indeciso	De acuerdo	Poco	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Casi nunca	Algunas veces	Casi nunca	17
360	SB11201910040332	Femenino	0	16.78	No	Alta	Publico	3	Otro	3.96	5	3.3	3.5	3.2	3.33	46.5	1.55	19.95	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	4	2	3	1	4	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	En desacuerdo	Totalmente en desacuerdo	Indeciso	Totalmente en desacuerdo	Indeciso	Poco	Bastante	Poco	Bastante	Poco	Casi siempre	Casi siempre	Algunas veces	Algunas veces	Algunas veces	12
361	SB11201910040351	Masculino	1	17.9	No	Alta	Publico	2	Otro	3.42	2.2	4.2	5	2.5	3.9	75.3	2.51	18.88	Presencial	En desacuerdo	De acuerdo	3	5	2	1	3	3	Totalmente en desacuerdo	Totalmente en desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Algunas veces	Frecuentemente	Casi siempre	Algunas veces	11
362	SB11201910028103	Femenino	0	18.66	No	Alta	Publico	2	Otro	3.87	4	3.8	3.8	3.1	3.57	72.6	2.42	19.55	Virtual	En desacuerdo	De acuerdo	3	2	2	3	1	5	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Indeciso	Totalmente en desacuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Bastante	Casi siempre	Algunas veces	Casi nunca	Algunas veces	Frecuentemente	14
363	SB11201910040345	Masculino	1	18.72	No	Media	Publico	2	Otro	4.09	4.4	3.5	4.3	1.9	3.53	34.8	1.16	24.26	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	3	1	3	4	4	De acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Indeciso	Totalmente de acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Frecuentemente	Frecuentemente	Algunas veces	Casi siempre	9
364	SB11201910040341	Femenino	0	18.94	No	Media	Publico	3	Otro	3.79	3.9	2.8	2.3	2.8	2.95	51.6	1.72	24.33	Presencial	En desacuerdo	De acuerdo	3	4	5	1	2	5	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	De acuerdo	Totalmente en desacuerdo	De acuerdo	Poco	Poco	Poco	Poco	Poco	Algunas veces	Casi nunca	Casi nunca	Casi nunca	Casi nunca	9
365	SB11201910040392	Femenino	0	16.54	No	Media	Publico	1	Otro	3.64	4.5	3.2	5	3.2	3.98	60.9	2.03	17.11	Presencial	De acuerdo	De acuerdo	3	3	1	5	2	1	Totalmente en desacuerdo	En desacuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Algunas veces	Frecuentemente	Algunas veces	Algunas veces	42
366	SB11201910040360	Femenino	0	20.65	No	Media	Publico	2	Otro	3.28	4.3	2	3.6	2.7	3.15	51.9	1.73	18.45	Presencial	En desacuerdo	De acuerdo	3	2	3	5	4	1	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	En desacuerdo	De acuerdo	En desacuerdo	De acuerdo	Mucho	Mucho	Poco	Poco	Bastante	Frecuentemente	Frecuentemente	Algunas veces	Algunas veces	Frecuentemente	43
367	SB11201910040367	Masculino	1	21.72	No	Alta	Publico	3	Otro	3.32	3	2.7	4.6	2.4	3.18	50.1	1.67	21.83	Virtual	De acuerdo	De acuerdo	3	2	5	4	5	5	Ni de acuerdo, ni en desacuerdo	En desacuerdo	Totalmente de acuerdo	En desacuerdo	Indeciso	Indeciso	En desacuerdo	Mucho	Mucho	Poco	Poco	Mucho	Casi siempre	Frecuentemente	Casi nunca	Casi nunca	Frecuentemente	17
368	SB11201910040388	Femenino	0	18.42	No	Alta	Publico	2	Otro	2.55	2.6	1.5	3.8	3.6	2.88	48.9	1.63	17.51	Presencial	En desacuerdo	De acuerdo	3	4	5	4	2	3	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Indeciso	De acuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Bastante	Poco	Poco	Frecuentemente	Casi siempre	Algunas veces	Algunas veces	Frecuentemente	50
369	SB11201910021346	Femenino	0	18.75	No	Media	Publico	3	Otro	4.31	4.7	4	4.5	3.2	4.1	35.7	1.19	23.98	Presencial	En desacuerdo	De acuerdo	3	1	5	3	1	4	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Indeciso	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Poco	Poco	Bastante	Bastante	Poco	Casi siempre	Casi nunca	Casi nunca	Casi nunca	Algunas veces	9
370	SB11201910040445	Femenino	0	19.89	No	Media	Publico	1	Otro	3.58	3.8	2.7	3.2	3.2	3.23	28.6	1.02	23.08	Presencial	De acuerdo	De acuerdo	3	2	3	4	3	2	En desacuerdo	De acuerdo	Totalmente en desacuerdo	Indeciso	Indeciso	En desacuerdo	Indeciso	Bastante	Mucho	Poco	Poco	Mucho	Casi siempre	Frecuentemente	Frecuentemente	Algunas veces	Casi nunca	1
371	SB11201910040348	Masculino	1	17.61	No	Baja	Publico	1	Otro	3.65	3.7	2.6	4.9	2.9	3.53	42.6	1.47	24.37	Presencial	En desacuerdo	En desacuerdo	1	5	5	2	3	2	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	Indeciso	En desacuerdo	Indeciso	Poco	Poco	Bastante	Poco	Poco	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Casi nunca	77
372	SB11201910028098	Femenino	0	19.55	No	Media	Publico	3	Otro	4.51	5	4.5	4.7	3.7	4.48	55.2	1.84	22.39	Presencial	De acuerdo	De acuerdo	3	2	2	5	5	4	De acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Frecuentemente	Casi nunca	Casi nunca	Frecuentemente	72
373	SB11201910040368	Masculino	1	18.35	No	Media	Publico	2	Otro	4.14	4.5	3.6	5	1.6	3.68	42.6	1.42	23.72	Presencial	De acuerdo	En desacuerdo	1	1	4	4	3	4	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Poco	Bastante	Poco	Poco	Mucho	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	61
374	SB11201910040385	Femenino	0	17.52	No	Media	Publico	2	Otro	3.78	4.8	2.7	5	3.1	3.9	84.9	2.82	18.98	Virtual	En desacuerdo	De acuerdo	3	5	3	3	3	3	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente de acuerdo	Indeciso	Indeciso	En desacuerdo	De acuerdo	Poco	Poco	Poco	No en lo absoluto	Poco	Casi siempre	Algunas veces	Casi nunca	Algunas veces	Algunas veces	69
375	SB11201910040429	Femenino	0	17.84	No	Media	Publico	3	Otro	4.02	4.8	4.2	5	2.8	4.2	36.3	1.21	18.22	Presencial	De acuerdo	De acuerdo	3	1	5	5	3	5	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	En desacuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Mucho	Frecuentemente	Frecuentemente	Algunas veces	Algunas veces	Frecuentemente	65
376	SB11201910040361	Masculino	1	21.76	No	Media	Publico	2	Otro	3.27	3.7	2.6	4.5	1.8	3.15	39.9	1.33	18.86	Virtual	En desacuerdo	En desacuerdo	1	4	3	1	4	2	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Bastante	Bastante	Poco	Poco	Mucho	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	54
377	SB11201910041407	Femenino	0	19.11	No	Baja	Publico	1	Otro	3.74	2.2	4.5	5	3.5	3.8	56.6	2.02	23.17	Presencial	De acuerdo	De acuerdo	3	4	5	5	1	4	Totalmente en desacuerdo	En desacuerdo	De acuerdo	Indeciso	Indeciso	En desacuerdo	De acuerdo	Poco	Poco	Bastante	Poco	Bastante	Frecuentemente	Frecuentemente	Casi siempre	Casi nunca	Algunas veces	52
378	SB11201910045933	Femenino	0	20.43	No	Media	Publico	1	Otro	4.28	4.2	5	4.5	3.7	4.4	55.8	1.84	20.25	Presencial	En desacuerdo	De acuerdo	3	1	2	3	2	3	En desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Totalmente en desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Casi nunca	36
379	SB11201910045809	Femenino	0	17.98	No	Media	Publico	1	Otro	3.99	5	3	3.7	2	3.43	38.5	1.15	22.35	Presencial	De acuerdo	De acuerdo	3	1	1	1	4	4	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	Indeciso	Totalmente en desacuerdo	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Frecuentemente	Frecuentemente	Algunas veces	Casi nunca	35
380	SB11201910045769	Femenino	0	21.72	Si	Media	Publico	2	Otro	4.2	4.2	4.7	3.5	4	4.1	61.5	2.05	20.01	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	2	4	4	1	5	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Indeciso	En desacuerdo	De acuerdo	Mucho	Bastante	No en lo absoluto	No en lo absoluto	Mucho	Frecuentemente	Algunas veces	Algunas veces	Frecuentemente	Algunas veces	35
381	SB11201910045782	Femenino	0	19.07	No	Media	Publico	1	Otro	3.1	2.9	3.2	4.4	1.5	3	44.4	1.48	17.01	Presencial	En desacuerdo	En desacuerdo	1	4	4	5	2	2	Totalmente en desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	En desacuerdo	Indeciso	Mucho	Mucho	Bastante	Poco	Mucho	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	34
382	SB11201910045984	Femenino	0	21.35	Si	Media	Publico	1	Otro	4.13	3.4	4.5	2.7	4	3.65	39.9	1.33	24.58	Presencial	En desacuerdo	De acuerdo	3	1	5	2	1	3	Totalmente de acuerdo	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	Indeciso	Poco	Bastante	Bastante	Poco	Bastante	Frecuentemente	Casi siempre	Algunas veces	Casi nunca	Algunas veces	35
383	SB11201910045820	Masculino	1	28.76	Si	Media	Publico	1	Otro	3.81	4.6	2.5	4.7	3.9	3.93	79.8	2.66	21.43	Presencial	De acuerdo	En desacuerdo	1	1	4	2	3	2	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	De acuerdo	Totalmente en desacuerdo	De acuerdo	Poco	Poco	Bastante	Bastante	No en lo absoluto	Algunas veces	Algunas veces	Frecuentemente	Frecuentemente	Frecuentemente	28
384	SB11201910045777	Femenino	0	20.82	Si	Media	Publico	1	Otro	3.54	4.1	2.5	4.1	2.9	3.4	45.6	1.52	21.39	Presencial	En desacuerdo	De acuerdo	3	1	5	1	5	2	Totalmente de acuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Mucho	Mucho	No en lo absoluto	No en lo absoluto	Mucho	Frecuentemente	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	28
385	SB11201910046018	Masculino	1	16.4	Si	Baja	Publico	1	Otro	4.63	4.6	4.8	5	2.6	4.25	73.8	2.46	23.64	Virtual	De acuerdo	De acuerdo	3	4	3	2	3	2	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Algunas veces	Algunas veces	Casi nunca	29
386	SB11201910060823	Femenino	0	20.81	Si	Media	Publico	2	Otro	3.5	2.9	3.5	4.1	4	3.63	46.8	1.56	21.56	Presencial	En desacuerdo	De acuerdo	3	4	3	1	2	3	En desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Bastante	Bastante	Bastante	Bastante	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Casi nunca	28
387	SB11201910060979	Femenino	0	16.73	Si	Alta	Publico	1	Otro	3.89	3.4	3.2	4.7	2.8	3.53	80.7	2.69	24.91	Presencial	De acuerdo	De acuerdo	3	3	1	4	2	4	Totalmente en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Totalmente en desacuerdo	De acuerdo	Bastante	Mucho	Poco	Poco	Mucho	Algunas veces	Frecuentemente	Frecuentemente	Casi siempre	Casi nunca	27
388	SB11201910060773	Femenino	0	17.93	Si	Baja	Publico	3	Otro	3.22	4.4	1	5	3.8	3.55	50.7	2	21.16	Presencial	De acuerdo	De acuerdo	3	3	4	2	2	1	En desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	En desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Casi nunca	Algunas veces	Frecuentemente	Algunas veces	26
389	SB11201910062660	Femenino	0	20.65	No	Baja	Publico	3	Otro	4.03	3.9	4.9	3.3	2.9	3.75	36	1.2	19.19	Virtual	En desacuerdo	En desacuerdo	1	5	5	5	3	1	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	De acuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Bastante	Poco	Bastante	No en lo absoluto	Poco	Casi siempre	Casi siempre	Casi siempre	Casi siempre	Casi siempre	25
390	SB11201910062650	Femenino	0	21.28	Si	Media	Publico	2	Otro	3.95	4.8	3.8	3.4	3.3	3.83	67.5	2.25	17.38	Virtual	De acuerdo	De acuerdo	3	2	2	5	3	2	De acuerdo	En desacuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	24
391	SB11201910060776	Femenino	0	19.18	Si	Alta	Publico	3	Otro	3.7	2.6	4.7	4	2.2	3.38	55.3	1.84	20.15	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	3	3	4	1	3	Totalmente en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	En desacuerdo	De acuerdo	Mucho	Mucho	Poco	Mucho	Mucho	Frecuentemente	Casi siempre	Casi nunca	Casi siempre	Casi siempre	23
392	SB11201910040827	Femenino	0	19.19	No	Media	Publico	3	Otro	3.01	3.2	2.5	4.3	3.4	3.35	33.3	1.11	17.97	Presencial	En desacuerdo	De acuerdo	3	4	3	1	1	1	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	Indeciso	Indeciso	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Casi siempre	Casi nunca	Casi nunca	Casi nunca	24
393	SB11201910041039	Masculino	1	17.62	Si	Baja	Publico	3	Otro	3.99	4.8	3.5	1.7	3.2	3.3	37.7	1.26	20.85	Virtual	De acuerdo	En desacuerdo	1	1	5	2	4	5	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	En desacuerdo	Totalmente de acuerdo	Bastante	Bastante	Poco	No en lo absoluto	Mucho	Frecuentemente	Frecuentemente	Casi nunca	Frecuentemente	Casi siempre	29
394	SB11201910040910	Femenino	0	18.56	Si	Media	Publico	3	Otro	3.85	3.4	4.9	4.2	2.5	3.75	35.4	1.18	18.84	Presencial	En desacuerdo	De acuerdo	3	5	5	4	3	4	En desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	Indeciso	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Frecuentemente	Frecuentemente	Frecuentemente	Frecuentemente	21
395	SB11201910060914	Femenino	0	16.54	Si	Media	Publico	3	Otro	4.04	4	4.8	3	3.1	3.73	33.6	1.12	19.46	Virtual	En desacuerdo	De acuerdo	3	1	1	4	1	3	De acuerdo	Totalmente en desacuerdo	En desacuerdo	Totalmente de acuerdo	Indeciso	Totalmente en desacuerdo	De acuerdo	Mucho	Mucho	Poco	Poco	Bastante	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	27
396	SB11201910040869	Masculino	1	17.97	No	Media	Publico	3	Otro	4.15	4.5	5	3.3	1.9	3.68	62.6	2.42	16.02	Presencial	En desacuerdo	En desacuerdo	1	2	1	3	4	1	De acuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Indeciso	En desacuerdo	En desacuerdo	Mucho	Bastante	Poco	No en lo absoluto	Bastante	Frecuentemente	Frecuentemente	Frecuentemente	Casi nunca	Casi nunca	19
397	SB11201910040887	Masculino	1	17.22	Si	Media	Publico	3	Otro	3.9	5	3.8	4.2	3.9	4.23	41.4	1.39	17.04	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	5	2	3	5	5	De acuerdo	De acuerdo	De acuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	18
398	SB11201910040981	Femenino	0	20.41	No	Media	Publico	3	Otro	3.64	3.5	3.6	3.8	4.9	3.95	40.8	1.36	20.83	Presencial	De acuerdo	De acuerdo	3	1	5	2	5	1	De acuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	Indeciso	Poco	Bastante	Poco	No en lo absoluto	Mucho	Casi siempre	Casi nunca	Casi nunca	Casi nunca	Casi nunca	15
399	SB11201910040935	Femenino	0	18.72	Si	Media	Publico	1	Otro	4.42	4.9	5	4.4	3.3	4.4	53.3	2.11	18.72	Virtual	En desacuerdo	En desacuerdo	1	2	3	5	2	4	En desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	Indeciso	En desacuerdo	Poco	Poco	Mucho	Bastante	Poco	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Casi nunca	17
400	SB11201910043103	Masculino	1	17.04	Si	Media	Publico	1	Otro	3.45	2.5	4.3	3.9	4.5	3.8	56.8	1.89	18.45	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	1	2	2	4	2	Totalmente de acuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Totalmente en desacuerdo	En desacuerdo	De acuerdo	Bastante	Poco	Poco	Poco	Poco	Casi siempre	Algunas veces	Casi nunca	Algunas veces	Algunas veces	19
